Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Dani Martín,£85K  £250K,1,135,Ligue 1 Uber Eats,,,,1.79,0.07,53,,,0.07,,0.01,,0.01,0.05,0%,0.51,0.03,15%,0.44,0.07,15%,2,12.7km,0.17,52.88,47.09,10.98,6.77,4.99,0,0.13,0,0.34,1.11,1.92,12.29,1.35,2.56,0.13,28%,1.99,76%,89%,9.73,0.17,0.17,1.35,0.1
,  ,Estêvão,£900K  £2.6M,1.67,136,Portuguese Premier League,,,,4.28,0.63,156,11%,364.89,0.19,,0.24,0.25,0.24,0.11,34%,1.92,0.14,17%,3.64,0.63,17%,23,12.1km,3.45,35.93,30.78,13.59,16.69,2.6,0.74,2.19,0.74,0.19,0.69,1.78,6.3,1.7,3.64,0,45%,2.6,86%,86%,13.92,0.03,0.27,2.47,0.22
Wnt,  ,Claudio Echeverri,£5.4M  £16.5M,0.94,137,Ligue 1 Uber Eats,,,,3.91,0.23,86,17%,330,0.2,,0.18,0.27,0.18,0.11,36%,0.86,0,13%,11.18,1.45,13%,5,12.8km,2.45,33.23,27.59,12.73,14.27,2.73,0.55,1.64,0.59,0.45,0.73,1.86,9.23,1.64,2.73,0,22%,2.09,85%,83%,12.32,0,0.32,2.64,0.14
,  ,Branislav Lazović,£17M  £50M,1.84,137,Portuguese Premier League,,,,3.74,0.11,99,16%,264.89,0.17,,0.22,0.34,0.22,0.1,34%,0.6,0,11%,0.98,0.11,12%,3,13.4km,1.66,34.66,28.96,11.97,13.7,2.72,0.57,2.11,0.72,0.19,0.57,1.59,13.59,1.96,2.6,0,16%,1.74,87%,84%,11.06,0.04,0.26,1.96,0.15
,  ,Lewis Williams,£18.5M  £55M,1.35,137,Ligue 1 Uber Eats,,,,2.69,0.11,72,,,0.29,,0.08,,0.08,0.12,11%,0.3,0.04,16%,7.17,0.75,10%,3,12.7km,1.46,47.02,41.23,11.8,13.78,3.85,0.15,0.67,0.07,0.34,0.71,1.61,12.47,1.76,3.02,0,11%,2.17,89%,88%,11.28,0.11,0.19,3.02,0.26
Int,  ,Dylan Heymans,Not for Sale,1.16,139,Ligue 1 Uber Eats,,,,3.27,0.14,72,10%,396,0.22,,0.18,0.23,0.18,0.08,45%,0.73,0,23%,0.59,0.14,23%,3,11.8km,1.05,40.64,35,10,12.09,3.09,0.64,2.23,1,0.09,0.55,1.77,11.18,1.36,2.27,0,22%,1.68,93%,86%,10.86,0.05,0.23,1.36,0.23
,  ,Tim Diehl,£15M  £46M,1.26,141,Ligue 1 Uber Eats,,,,2.93,0.19,79,11%,347,0.14,,0.24,0.26,0.24,0.1,38%,0.85,0,26%,0.7,0.19,26%,5,13.4km,1.63,34.57,30.53,11.75,18.79,2.04,0.85,2.33,0.89,0.33,0.78,1.41,10.45,1.15,2.82,0,29%,1.67,68%,88%,10.97,0.07,0.15,1.15,0.15
,  ,Andrea Marullo,£15.5M  £47M,1.43,143,Ligue 1 Uber Eats,,,,3.38,0.38,81,9%,718,0.18,,0.17,0.13,0.17,0.12,41%,1.13,0,18%,2.09,0.38,18%,9,12.8km,1.67,42.45,37.44,12.87,15.75,3.93,0.46,1.34,0.54,0.17,0.5,1.5,9.4,2.09,3.89,0,33%,2.63,80%,88%,11.91,0.13,0.42,2.09,
,  ,Paulo Alfaro,Not for Sale,1.27,143,Ligue 1 Uber Eats,,,,3.69,0,95,10%,385.67,0.22,,0.35,0.23,0.35,0.15,39%,0.47,0.08,,0.66,0,0%,0,13.3km,1.75,33.76,28.24,13.07,15.01,1.94,0.43,2.29,0.89,0.23,0.62,1.48,11.9,1.28,2.72,0,13%,1.75,85%,84%,10.97,0.12,0.23,1.28,0.12
,  ,Valentín Carboni,£3.9M  £11.5M,1.9,144,Ligue 1 Uber Eats,,,,4.28,0.61,184,13%,297.46,0.17,,0.32,0.3,0.3,0.13,46%,1.61,0.05,19%,3.1,0.61,20%,26,12.2km,2.89,38.17,32.21,13.1,16.5,2.89,0.77,2.4,1.09,0.26,0.44,1.44,7.08,1.77,3.61,0,38%,2.68,86%,84%,12.47,0.02,0.35,1.98,0.19
,  ,Rildo,£30M  £90M,1.06,144,Ligue 1 Uber Eats,,,,3.92,0.09,46,4%,"1,056.00",0.14,,0.15,0.09,0.15,0.07,44%,0.94,0,14%,0.6,0.09,14%,1,13.4km,1.02,34.01,29.32,14.15,24.03,2.73,0.6,2.13,0.94,0.09,0.6,1.45,9.89,1.62,2.9,0,24%,1.19,56%,86%,10.91,0,0.34,1.62,
Wnt,  ,Ahmed AlRuwaili,£19M  £56M,2.11,144,Portuguese Premier League,,,,3.98,0.11,109,12%,308,0.13,,0.33,0.29,0.33,0.14,46%,1.13,0.04,15%,4.82,0.51,11%,3,13.2km,1.79,34.92,29.55,13.04,12.27,2.45,0.55,2.37,1.1,0.18,0.62,1.72,12.71,1.64,2.16,0,28%,1.31,80%,85%,10.74,0,0.18,2.01,0.15
,  ,Lamine N'Diaye,£15M  £45M,1.32,145,Ligue 1 Uber Eats,,,,4.14,0.22,115,4%,"2,499.00",0.34,,0.12,0.04,0.12,0.13,33%,1.8,0.18,19%,1.12,0.22,19%,6,13.0km,1.37,47.61,42.32,12.14,10.7,3.71,0.29,0.86,0.29,0.29,0.43,1.37,15.85,1.8,2.92,0,43%,1.69,68%,89%,11.13,0.04,0.54,2.7,0.36
Int,  ,Henri Breant,£62M  £187M,1.77,164,Ligue 1 Uber Eats,,,,3.17,0.14,115,9%,466.71,0.32,,0.28,0.19,0.28,0.13,39%,1.24,0.03,13%,6.86,0.99,14%,5,13.5km,1.68,46.91,40.08,13.94,9.34,3.28,0.66,2.2,0.85,0.25,0.58,1.49,15.59,1.71,2.95,0,39%,2.18,85%,85%,11.02,0,0.58,2.07,0.3
Wnt,  ,Alessio Marino,£12M  £37M,2.05,145,Portuguese Premier League,,,,3.47,0.07,101,6%,524.4,0.25,,0.31,0.17,0.31,0.1,34%,1.13,0.1,7%,0.89,0.07,8%,2,13.6km,1.51,32.54,27.46,12.97,16.58,1.82,0.82,3.02,1.03,0.21,0.65,1.37,14.14,1.2,2.33,0,33%,1.54,76%,84%,11.43,0,0.34,1.2,0.34
,  ,Mateusz Szymański,£3.5M  £10.5M,1.5,120,Portuguese Premier League,,,,5.86,0.31,169,11%,648.75,0.09,,0.12,0.14,0.12,0.09,39%,2.18,0,11%,3.19,0.31,10%,9,12.8km,2.12,31.39,26.5,15.78,16.27,2.43,0.24,1.25,0.49,0.31,0.69,1.77,6.21,1.18,2.95,0,37%,2.25,86%,84%,12.9,0.03,0.17,2.53,0.1
,  ,José Mauro André Rodrigues,£0,0.93,115,Portuguese Premier League,,,,3.27,0.13,78,7%,714.67,0.15,,0.21,0.13,0.18,0.12,38%,0.46,0,15%,0.8,0.13,16%,3,12.7km,1.39,37.36,32.15,10.66,16.71,2.77,0.42,1.76,0.67,0.42,1.01,1.26,10.96,1.3,2.81,0,14%,1.85,86%,86%,10.45,0,0.17,1.3,0.29
,  ,João Carvalhosa,£2M  £6M,1.54,122,Portuguese Premier League,,,,5.92,0.38,189,8%,574.4,0.16,,0.22,0.16,0.22,0.1,39%,2.32,0,12%,2.91,0.38,13%,12,12.8km,2.51,33.09,27.55,15.14,15.61,2.66,0.6,2.07,0.81,0.28,0.78,2.01,5.01,1.44,3.51,0,39%,2.48,77%,83%,12.63,0.06,0.25,1.47,0.25
Wnt,  ,Jérémy Magnin,£0,1.09,114,Portuguese Premier League,,,,3.1,0.19,81,,,0.12,,0.03,,0.03,0.07,18%,1.3,0.04,20%,0.96,0.19,20%,5,11.8km,1.26,43.59,38.65,9.52,14.15,3.25,0.19,0.42,0.08,0.34,0.57,1.72,9.9,1.38,2.64,0,42%,1.57,77%,89%,10.48,0,0.11,1.38,0.08
,  ,Enric Coch,Not for Sale,1.19,143,Ligue 1 Uber Eats,,,,3.37,0.25,96,11%,641.5,0.18,,0.18,0.14,0.18,0.13,37%,1.19,0.07,25%,0.98,0.25,25%,7,12.5km,1.37,47.17,41.63,10.87,13.82,2.7,0.56,1.33,0.49,0.25,0.49,1.51,10.94,1.02,2.84,0,35%,1.4,68%,88%,10.98,0.04,0.35,1.02,0.14
Req,  ,Robin Valadié,£29M  £87M,1.39,146,Ligue 1 Uber Eats,,,,2.31,0.35,73,18%,407,0.22,,0.14,0.22,0.14,0.11,46%,0.6,0,37%,0.92,0.35,38%,11,12.5km,0.98,45.87,40.56,12.32,10.42,3.1,0.41,1.23,0.57,0.19,0.6,1.61,15.86,1.33,2.53,0,26%,1.42,66%,88%,10.52,0.09,0.28,1.33,0.19
,  ,Sérgio Soares,£9M  £27M,0.86,123,Portuguese Premier League,,,,2.79,0.1,29,50%,936,0.18,,0,0.1,0,0.03,50%,1.06,0,12%,0.77,0.1,13%,1,11.8km,1.54,47.02,41.73,9.13,14.33,3.46,0.1,0.19,0.1,0.38,0.77,2.12,12.4,1.25,2.69,0,38%,1.44,58%,89%,11.15,0.19,0.29,3.08,0.29
,  ,Noah Darvich,Not for Sale,1.56,150,Ligue 1 Uber Eats,,,,4.13,0.2,125,7%,544.6,0.15,,0.31,0.17,0.31,0.13,44%,1.16,0.07,12%,9.75,1.42,15%,6,12.8km,2.81,36.95,31.56,12.33,13.55,2.84,0.73,2.35,1.02,0.23,0.93,1.65,9.49,1.55,2.45,0,28%,1.78,83%,85%,11.77,0.1,0.33,3.01,0.1
,  ,Lucas Bergvall,Not for Sale,1.94,151,Ligue 1 Uber Eats,,,,3.65,0.13,138,12%,"1,703.50",0.18,,0.08,0.05,0.08,0.18,24%,1.85,0.48,27%,0.48,0.13,28%,5,13.1km,1.14,54.97,49.72,11.31,4.83,5.28,0.11,0.45,0.11,0.29,0.63,1.53,14.42,1.08,3.06,0.16,51%,2.27,74%,90%,9.77,0.08,0.4,1.08,0.11
Wnt,  ,David Antunes,£4.8M  £14.5M,1.39,123,Portuguese Premier League,,,,4.54,0.16,146,9%,723.75,0.23,,0.14,0.12,0.14,0.1,23%,1.49,0.28,15%,1.15,0.16,14%,5,12.9km,0.93,41.88,36.84,11.97,14.42,3.48,0.47,1.34,0.31,0.37,0.68,1.37,11.38,1.24,2.77,0,33%,1.9,76%,88%,11.44,0.03,0.34,2.46,0.25
,  ,Eliesse Ben Seghir,£1.5M  £4.5M,1.89,154,Ligue 1 Uber Eats,,,,4.92,0.31,176,13%,292.55,0.22,,0.31,0.31,0.28,0.13,31%,1.17,0.06,37%,6.15,0.87,14%,11,13.1km,1.85,36.05,30.51,12.7,10.88,1.45,0.56,2.41,0.76,0.34,0.78,1.48,14.43,1.01,2.52,0,24%,1.51,87%,85%,11.41,0,0.31,1.99,0.2
,  ,Jesús Ayala,£29M  £86M,2.29,154,Ligue 1 Uber Eats,,,,2.68,0,33,8%,555,0.21,,0.19,0.16,0.19,0.1,36%,1.62,0,,4.86,0.49,10%,0,12.0km,2.03,46.54,41.51,11.03,10.22,3.65,0.97,2.03,0.73,0.41,0.73,1.62,14.76,1.62,2.43,0,61%,1.62,91%,89%,10.05,0,0.16,1.78,0.41
,  ,Alberto Djaló,£1.8M  £5.4M,1.5,123,Portuguese Premier League,,,,5.69,0.18,161,29%,231.64,0.18,,0.14,0.39,0.14,0.1,45%,2.08,0.07,19%,0.92,0.18,19%,5,12.2km,1.77,31.51,26.53,9.47,16.32,2.19,0.39,1.34,0.6,0.25,0.49,1.31,12.47,1.2,2.65,0,37%,1.48,69%,84%,9.85,0.04,0.11,2.76,
Int,  ,Désiré Doué,£13.5M  £40M,1.27,159,Ligue 1 Uber Eats,,,,5.18,0.65,192,9%,476.43,0.22,,0.27,0.19,0.25,0.12,41%,2.13,0.08,22%,9.99,1.57,16%,24,12.4km,3.16,37.86,32.19,15,11.2,2.89,0.76,2.21,0.92,0.4,0.65,1.81,6.91,1.7,3.29,0,41%,2.35,79%,85%,12.71,0.05,0.51,2.43,0.11
,  ,Ermin Omeragić,£8.6M  £26M,1.24,131,Bundesliga,,,,4.56,0.25,127,18%,228.09,0.27,,0.22,0.39,0.22,0.1,47%,2.12,0.07,17%,1.69,0.29,17%,7,13.0km,2.48,33.93,27.84,13.77,18.58,2.73,0.61,2.15,1,0.14,0.5,1.47,10.22,1.65,2.91,0,46%,2.04,83%,82%,10.8,0.07,0.39,1.65,0.25
Wnt,  ,Lukas Schumacher,£10M,1.16,125,Bundesliga,,,,3.71,0.23,96,17%,466.2,0.15,,0.15,0.19,0.15,0.14,41%,1.89,0.19,24%,1.31,0.31,24%,6,12.1km,0.97,43.98,38.38,10.27,15.48,3.4,0.31,1.12,0.46,0.27,0.73,1.81,10,1.31,2.82,0,51%,1.62,79%,87%,10.62,0.08,0.19,1.31,0.04
,  ,Samad Zeynali,£18M  £54M,1.19,136,Bundesliga,,,,4.62,0.3,107,13%,208.5,0.18,,0.39,0.43,0.39,0.12,45%,1.17,0.04,10%,3.32,0.3,9%,7,12.9km,2.59,35.35,30.69,13.94,21.02,2.55,1.08,3.37,1.51,0.17,0.56,1.51,3.97,1.6,2.89,0,25%,1.68,72%,87%,11.61,0.04,0.3,1.6,0.04
Req,  ,Simone Pafundi,£10M  £30M,1.32,141,Bundesliga,,,,3.96,0.37,108,12%,306.75,0.14,,0.25,0.29,0.25,0.1,41%,0.88,0,11%,7.41,0.95,13%,10,11.7km,3.41,36.23,30.7,12.73,16.17,2.49,0.59,2.49,1.03,0.4,0.7,2.13,5.61,1.39,2.93,0,22%,1.98,84%,85%,12.76,0.04,0.29,2.6,0.07
Wnt,  ,Andrea Ledda,£14.5M  £44M,1.37,136,Bundesliga,,,,3.96,0.04,113,13%,285.22,0.08,,0.3,0.32,0.3,0.13,34%,1.26,0,5%,1.12,0.07,6%,1,13.2km,1.54,35.38,30.43,13.18,16.72,2.28,0.7,2.38,0.81,0.28,0.67,1.72,10.13,1.54,2.38,0,32%,1.4,68%,86%,10.9,0,0.18,1.54,0.07
,  ,Abdullah Demir,Not for Sale,1.06,125,Bundesliga,,,,3.28,0.11,89,3%,"2,444.00",0.13,,0.16,0.04,0.16,0.13,40%,0.66,0,13%,0.81,0.11,14%,3,12.8km,1.22,42.2,37.19,11.38,14.07,3.54,0.29,1.29,0.52,0.55,1.07,1.47,9.43,1.1,2.76,0,20%,1.55,72%,88%,11.53,0.15,0.22,1.1,0.07
,  ,Ofer Biton,£15M  £44M,1.08,141,Bundesliga,,,,4.76,0.1,46,17%,289.67,0.14,,0.08,0.31,0.08,0.05,39%,1.66,0,14%,0.72,0.1,14%,1,13.0km,1.86,33.25,30.24,13.36,20.09,1.66,0.83,1.86,0.72,0.21,0.31,2.07,10.46,0.62,2.17,0,35%,1.76,100%,91%,11.6,0,0.41,0.62,0.21
Inj,  ,Manuel Bautista,£31M  £93M,1.07,145,Bundesliga,,,,3.74,0.66,91,15%,364.5,0.21,,0.16,0.25,0.16,0.1,44%,0.99,0,21%,6.17,0.99,16%,16,12.8km,2.43,37,32.22,14.16,18.4,2.72,0.41,1.69,0.74,0.25,0.45,1.85,5.14,1.36,3.29,0,26%,2.22,77%,87%,11.56,0,0.37,1.36,0.21
,  ,Chukwudi Lukman,£75M  £226M,2.31,164,Bundesliga,,,,3.4,0.17,102,14%,299.67,0.18,,0.27,0.3,0.27,0.13,41%,1.07,0.03,14%,1.13,0.17,15%,5,12.9km,2.54,36.44,31.33,13.05,11.81,2.4,0.47,2.1,0.87,0.2,0.73,1.43,12.95,1.43,3.1,0,31%,1.47,69%,86%,11.11,0,0.33,1.5,0.23
,  ,Lasse Arenshøj,£6.4M  £19M,1.23,130,Bundesliga,,,,5.87,0.14,125,8%,319.33,0.1,,0.3,0.28,0.3,0.08,45%,1.6,0.05,20%,1.32,0.23,18%,3,12.3km,1.27,26.45,22.69,8.97,16.16,1.5,1.32,3.62,1.64,0.09,0.38,1.13,3.99,0.89,1.46,0,27%,1.17,81%,86%,8.03,0.09,0.14,1.41,0.09
,  ,Tom Bischof,£2.9M  £8.6M,1.59,129,Bundesliga,,,,2.26,0.11,61,9%,"1,213.50",0.17,,0.08,0.07,0.08,0.09,41%,0.59,0.11,15%,5.82,0.96,17%,3,12.1km,0.85,47.76,41.76,10.9,16.87,3.86,0.26,0.82,0.33,0.26,0.93,1.93,12.27,2.08,2.93,0,26%,1.89,76%,87%,11.38,0.07,0.59,2.08,0.22
,  ,Paolo Botta,£1.4M  £4.2M,0.94,118,Bundesliga,,,,3.15,0.09,68,14%,"1,941.00",0.21,,0.02,0.05,0.02,0.07,14%,1.53,0.09,22%,0.42,0.09,22%,2,12.8km,0.88,49.38,43.45,11.13,9.88,5.43,0.05,0.32,0.05,0.56,1.07,1.67,11.82,1.21,2.23,0,49%,1.62,83%,88%,9.74,0.05,0.19,1.21,0.23
Wnt,  ,Marcos Felipe,£140K  £425K,0.87,122,Bundesliga,,,,4.61,0.3,108,3%,"2,109.00",0.15,,0.19,0.04,0.19,0.15,34%,1.96,0,11%,2.6,0.3,11%,7,11.8km,2.69,33.24,27.91,13.06,20.23,2.9,0.43,1.24,0.43,0.34,1.19,1.45,2.39,1.49,3.63,0,43%,2.48,76%,84%,10.88,0,0.21,1.49,
,  ,Bajram Ajazi,£22M  £65M,1.24,146,Bundesliga,,,,3.45,0.22,109,17%,258.27,0.14,,0.24,0.35,0.24,0.12,45%,0.54,0.03,18%,1.49,0.29,19%,7,12.8km,1.9,40.04,34.5,13.43,12.51,2.66,0.76,2.03,0.92,0.22,0.6,1.52,12.8,1.71,2.82,0,16%,2,86%,86%,11.44,0.1,0.22,1.71,0.16
,  ,Pacifique Gakiza,Not for Sale,1.12,135,Bundesliga,,,,2.91,0.13,67,,,0.32,,0.13,,0.09,0.12,36%,1.69,0.17,17%,8.86,1.69,19%,3,12.4km,1.91,46.45,40.72,11.24,12.24,3.78,0.3,1.09,0.39,0.17,0.26,1.95,12.33,2.08,2.34,0.04,58%,1.56,90%,88%,10.94,0.04,0.56,3.34,0.22
,  ,Lorin Graf,£32M  £96M,1.76,151,Bundesliga,,,,2.97,0.14,83,4%,"1,259.00",0.17,,0.22,0.07,0.22,0.13,35%,1.72,0.11,16%,1.93,0.21,11%,4,12.9km,1.61,46.29,41.14,12.01,12.44,4.18,0.43,1.75,0.61,0.21,0.54,1.29,13.4,1.5,3.4,0,58%,2,76%,89%,11.29,0.07,0.21,1.5,0.14
Wnt,  ,Henk Roorda,£9.2M  £28M,0.79,139,Bundesliga,,,,5.53,0.1,161,9%,327.25,0.14,,0.4,0.28,0.4,0.13,44%,1.99,0.1,20%,0.52,0.1,20%,3,12.3km,1.55,25.44,22.48,8.32,15.88,1.2,0.96,3.09,1.38,0.17,0.62,1.31,4.71,0.93,1.62,0,36%,1.1,68%,88%,8.73,0.07,0.48,0.93,0.21
,  ,Ivan Prlić,£13M  £38M,0.97,132,Bundesliga,,,,4.41,0.17,129,14%,329.12,0.31,,0.21,0.27,0.21,0.11,44%,1.09,0,23%,0.72,0.17,24%,5,13.7km,1.47,33.02,27.82,12.34,14.94,2.02,0.48,1.95,0.85,0.21,0.72,1.47,10.63,1.57,2.6,0,25%,1.98,84%,84%,11.11,0,0.48,1.57,0.14
,  ,Davide Ranieri,£43M  £129M,2.11,153,Bundesliga,,,,4.12,0.04,105,20%,134.82,0.11,,0.3,0.67,0.3,0.09,37%,1.1,0.04,5%,0.71,0.04,6%,1,13.4km,1.77,35.97,31.53,13.51,14.14,1.69,0.98,3.38,1.26,0.16,0.67,1.77,13.55,1.18,2.95,0,27%,1.77,82%,88%,11.54,0.08,0.35,1.18,0.12
Wnt,  ,Yam MargolisLazmi,£13M  £39M,1.12,143,Bundesliga,,,,3.05,0.2,91,4%,"2,684.00",0.24,,0.06,0.03,0.06,0.08,30%,1.01,0.1,25%,1.31,0.3,23%,6,12.5km,1.61,46.11,40.47,11.27,13.21,3.92,0.17,0.77,0.23,0.27,0.64,1.58,13.82,1.94,3.32,0,33%,2.18,88%,88%,10.26,0.03,0.6,2.11,0.27
,  ,İbrahim Aydın,£114M  £343M,2.37,169,Bundesliga,,,,3.48,0.18,134,16%,346.2,0.29,,0.14,0.26,0.14,0.09,42%,1.33,0.1,17%,8.37,1.79,21%,7,12.8km,1.64,52.59,45.21,12.3,9.18,4.21,0.44,1.61,0.68,0.21,0.44,1.4,18.56,2.05,3.17,0,38%,2.03,76%,86%,10.32,0.05,0.47,3.61,0.31
Wnt,  ,Mats Oliver Hammerås,£37M  £112M,2.11,161,Bundesliga,,,,3.93,0.61,154,9%,352.3,0.24,,0.36,0.26,0.36,0.13,33%,1.25,0,22%,2.76,0.61,22%,24,12.2km,2.94,33.36,28.28,14.15,13.8,3.19,0.92,2.91,0.97,0.2,0.49,1.76,7.72,1.66,3.42,0,32%,2.86,88%,85%,13.74,0.05,0.38,1.66,0.2
Trn,  ,YannErik Spartveit,£3.4M  £10M,0.38,129,Bundesliga,,,,3.08,0.1,31,,,0.1,,0.15,,0.15,0.13,36%,0.7,0,10%,3.87,0.4,10%,1,12.7km,0.99,41.42,38.05,11.23,17.19,4.17,0.3,1.09,0.4,0.5,0.89,1.89,8.15,1.49,3.18,0,23%,1.69,81%,92%,11.32,0.1,0.3,2.78,0.2
,  ,Mahir Košuta,£1.8M  £5.2M,1.19,119,Bundesliga,,,,3.2,0.11,89,6%,"1,251.00",0.18,,0.08,0.07,0.08,0.07,39%,0.94,0.07,15%,0.72,0.11,15%,3,12.3km,1.01,44.68,39.21,10.36,15.54,3.56,0.32,1.12,0.43,0.54,1.04,1.73,11.15,1.47,2.81,0,29%,1.87,81%,88%,11.04,0.11,0.29,1.47,0.14
,  ,Tim Wagner,£57M  £171M,2.06,162,Bundesliga,,,,3.66,0.2,164,9%,575.43,0.29,,0.13,0.16,0.13,0.08,39%,1.63,0.18,20%,0.98,0.2,20%,9,12.2km,1.52,50.97,44.37,11.75,11.28,4.11,0.58,1.65,0.65,0.31,0.51,1.97,14.93,1.79,2.95,0,45%,1.92,81%,87%,10.72,0.04,0.42,1.81,0.36
,  ,Edgar,£6.6M  £20M,1,135,Bundesliga,,,,4.41,0.13,137,7%,699,0.14,,0.17,0.13,0.17,0.1,27%,2.19,0.13,12%,1,0.13,13%,4,12.5km,1.35,40.88,35.31,12.2,15.13,2.61,0.61,1.8,0.48,0.48,0.71,1.42,10.27,1.13,3.44,0,50%,2.64,90%,86%,11.75,0.06,0.29,1.13,0.13
Wnt,  ,David Mato,£1.7M  £5M,1.3,145,Bundesliga,,,,3.67,0.05,78,15%,382.8,0.07,,0.21,0.24,0.21,0.13,32%,0.85,0,5%,1.22,0.14,12%,1,13.2km,1.46,31.83,26.85,13.4,14.2,1.93,0.75,1.6,0.52,0.09,0.33,1.08,11.71,1.13,2.82,0,23%,1.55,80%,84%,11,0,0.09,1.18,0.05
,  ,Kilian Sauck,Not for Sale,1.8,144,Bundesliga,,,,3.03,0.27,100,13%,595,0.3,,0.09,0.15,0.09,0.08,29%,1.18,0,14%,6.9,1.09,16%,9,12.0km,3.27,41.38,34.76,14.64,13.67,4.81,0.48,1.15,0.33,0.45,0.64,2.24,6.9,1.48,3.18,0,39%,2.03,74%,84%,12.28,0,0.42,2.99,0.51
,  ,Ralf Schmidt,£5.6M  £16.5M,1.18,141,Bundesliga,,,,7.08,0.07,196,13%,249.3,0.16,,0.25,0.36,0.25,0.09,49%,1.48,0.04,12%,3.43,0.43,13%,2,11.7km,1.34,22.42,19.17,7.04,16.43,1.19,1.01,2.71,1.34,0.14,0.51,0.94,3.61,0.87,1.59,0,21%,1.19,73%,86%,7,0.04,0.22,1.34,0.07
,  ,Can Uzun,£24M  £71M,1.7,141,Bundesliga,,,,4.32,0.08,108,10%,321.14,0.21,,0.37,0.28,0.37,0.13,36%,1.72,0.04,8%,2.64,0.16,6%,2,13.3km,1.8,34.23,27.74,12.33,20.42,2.12,0.84,2.8,1,0.2,0.52,1.64,11.33,1.48,2.6,0,40%,1.32,67%,81%,10.29,0.04,0.44,2.92,0.36
,  ,Sascha Aussem,£4.5M  £13.5M,1.23,128,Bundesliga,,,,3.93,0.26,105,10%,800.67,0.28,,0.12,0.11,0.12,0.11,37%,1.31,0.11,17%,1.46,0.26,18%,7,12.3km,2.17,37.51,31.74,13.45,13.83,3.15,0.34,1.12,0.41,0.64,0.94,1.8,9.4,1.31,2.62,0,33%,1.91,89%,85%,12.59,0.04,0.49,1.31,0.11
,  ,Juan Carlos Torrella,£10M  £30M,1.23,136,Spanish First Division,,,,2.51,0.16,78,4%,"2,802.00",0.26,,0.14,0.03,0.14,0.16,32%,0.8,0.03,19%,0.84,0.16,19%,5,12.6km,1.45,48.08,41.6,11.56,10.66,4.18,0.22,0.9,0.29,0.45,0.61,1.86,14.65,1.61,2.73,0,32%,1.7,77%,87%,11.08,0,0.55,1.61,0.19
,  ,Rubén Seoane,£375K  £1.2M,0.65,116,Spanish First Division,,,,5.05,0,94,7%,837,0.15,,0.12,0.11,0.12,0.07,40%,1.18,0,,3.92,0.32,8%,0,12.8km,1.67,31.08,25.81,10.11,20.48,1.34,0.54,1.61,0.65,0.27,0.43,1.72,9.03,0.75,1.99,0,23%,0.91,77%,83%,8.66,0.05,0.27,1.72,0.11
,  ,José Carlos Medina,£12.5M  £38M,0.79,136,Spanish First Division,,,,3.67,0.16,114,6%,"1,399.50",0.1,,0.11,0.06,0.11,0.11,31%,0.77,0,17%,0.93,0.16,17%,5,12.8km,1.03,42.32,36.21,11.77,15.21,2.86,0.32,1.03,0.32,0.29,0.42,0.87,12.48,0.9,2.83,0.03,21%,1.77,75%,86%,10.51,0,0.35,0.9,0.03
,  ,Alessandro Granelli,£10M  £30M,1.43,131,Italian Serie A,,,,4.09,0.1,127,8%,465.67,0.16,,0.31,0.19,0.31,0.12,31%,0.71,0.06,11%,1.77,0.13,7%,3,13.1km,1.39,33.18,28.09,11.98,19.52,2.29,0.9,2.51,0.77,0.13,0.61,1.42,11.44,1.13,2.67,0,17%,1.68,88%,85%,11.08,0.03,0.29,2.32,0.1
,  ,Fulvio Ferrario,£2.7M  £8M,0.69,118,Italian Serie A,,,,5.89,0.5,177,10%,541,0.18,,0.2,0.17,0.2,0.12,38%,1.93,0.03,17%,5.56,1.1,20%,15,12.8km,2.53,31.97,26.18,14.54,17.5,2.5,0.53,1.6,0.6,0.3,1,1.93,5.26,1.4,3.73,0,33%,2.76,86%,82%,11.81,0,0.23,1.4,0.13
Wnt,  ,Matías Soulé,£180K  £550K,1.57,137,Italian Serie A,,,,4.28,0.59,130,6%,546.2,0.35,,0.27,0.16,0.27,0.11,46%,1.75,0,24%,11.96,2.87,24%,18,12.6km,2.77,38.89,32.82,13.61,21.92,3.76,0.86,2.57,1.19,0.3,0.73,1.58,5.64,2.04,3.53,0,41%,2.74,81%,84%,13.18,0,0.3,3.26,0.3
Wnt,  ,Ignacio,£5.6M  £17M,1.38,138,Italian Serie A,,,,6.7,0.06,214,13%,239.42,0.13,,0.24,0.38,0.24,0.09,46%,1.25,0.13,12%,3.92,0.38,10%,2,11.6km,0.97,20.83,17.82,5.89,15.57,0.94,1,2.79,1.28,0.09,0.38,1,2.79,0.88,1.75,0,19%,0.94,55%,86%,6.61,0.03,0.41,2.29,0.09
