Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,Aer A/90,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Hlynur Ingvarsson,£12K  £40K,1.36,79,Icelandic Premier Division,8.15,5.11,0.88,13%,2.21,0.29,13%,6,11.5km,0.69,47.92,39.03,7.46,8.84,3.63,0.29,0.69,0.25,0.15,1.82,1.03,12.77,0.79,2.75,0.25,63%,2.06,81%,81%,5.89,0.25,0.05,0.79,0.1
Loa,  ,Magnús Andri Alexandersson,£30K  £95K,1.36,79,Icelandic Premier Division,9.18,6.08,0.57,,0.23,0,0%,0,9.9km,0.11,54.07,41.33,4.82,4.13,3.9,0.11,0.92,0.34,0.34,1.61,1.84,16.65,0.34,1.61,0,66%,1.38,75%,76%,3.21,0.46,,0.34,
,  ,Florin Dişa,£12K  £35K,1.42,79,Romanian Third League Group 4,3.17,1.92,0.42,,0,0,,0,3.4km,,30.58,24,1.42,0.83,0.67,0.25,0.42,0,0.17,0.33,0.42,8.25,0,0.5,0.17,61%,1.42,94%,78%,1.67,0.08,,,
Wnt,  ,Zaur Makarenko,£16K  £50K,2,79,Russian Second Division B  Group 4,8.82,6.91,0.36,,0.09,0,0%,0,10.4km,,51,42.18,4.82,2,4,0.27,0.91,0.09,0.91,1.18,1.55,27,0.73,1.09,1.73,78%,1.09,80%,83%,2.91,0.45,,0.73,0.09
,  ,Guðmundur Jóhann Oddgeirsson,£22K  £65K,0.5,79,Italian Serie C/A,9.3,5.7,1.2,,0.1,0,0%,0,10.9km,0.1,54.3,43.8,4.9,4.1,4.1,0.1,0.6,0,0.3,1.3,0.7,12.5,0.4,1.4,0.5,61%,1.5,83%,81%,3.2,0.4,0.2,0.4,
,  ,Carlos Mascarenhas,£9K  £26K,1.15,79,Portugal Championship,4,3.23,0.54,,0,0,,0,5.3km,0.08,36.77,28.69,2,1.23,1.54,0.08,0.77,0.15,0.46,1,0.69,10.54,0,0.38,0.31,81%,1,100%,78%,1.85,0,,,
,  ,Przemysław Gawroński,£1K  £2.5K,0.94,79,Polish First Division,8.22,6.59,0.63,50%,0.13,0.06,50%,1,10.7km,0.13,48.64,39.67,4.33,3.77,2.7,0.06,0.5,0.25,0.38,1.19,1.57,13.43,0.25,1.07,0.5,80%,1.07,81%,82%,2.26,0.19,,0.25,
,  ,Clement Galtier,£2K  £6K,2,79,Swiss First League Classic Group 3,8.38,5.62,1.38,,0.06,0,0%,0,10.6km,,51,42,4.56,2.31,3.88,0.38,1,0.12,0.44,2,1.25,27,0.31,1.75,0.31,67%,1.5,83%,82%,3.5,0.19,,0.31,
,  ,Éric Sanou,£45K  £130K,1,79,Burkinabé D1,,,0,,0,0,,0,0.0km,,20,14.38,0,0,0,0,0.23,0,,0,,0,0,0,0,,1.85,96%,72%,0,0,,,0.08
,  ,Alptekin Özdemir,£0,1,78,German Regional Division Bavaria,,,0,,0,0,,0,0.0km,,20,13.5,0,0,0,0,0.11,0.06,,0,,0,0,0,0,,1.78,91%,68%,0,0,,,0.06
,  ,Andreas Østby,£0,1,78,Norwegian Fourth Division Agder,,,0,,0,0,,0,0.0km,,20,14.11,0,0,0,0,0.29,0.11,,0,,0,0,0,0,,2.14,96%,71%,0,0,,,0.06
,  ,Kasper Lomsten,£1K  £3K,0.93,78,Swedish First Division North,0.5,0.37,0.07,,0,0,,0,0.7km,0.03,22.07,14.93,0.17,0.23,0.17,0,0.23,0,0.03,0.1,0.03,0.67,0,0.1,0.03,73%,1.5,96%,68%,0.17,0,,,0.03
,  ,Dragomir Yordanov,£0,1.56,78,Bulgarian Third League SouthWest,8.96,5.83,1.19,100%,0.06,0.06,100%,1,11.2km,0.06,51.96,44.19,5.2,3.07,3.13,0.56,1.44,0.19,0.88,1.13,1.38,25.57,0.25,0.81,1,65%,0.81,87%,85%,3.51,0.31,0.06,0.25,
,  ,Zsolt Kecskeméti,£7K  £22K,0.94,78,Hungarian Division II,0.62,0.5,0.06,,0,0,,0,0.6km,,21.75,16.5,0.06,0.31,0.12,0,0.31,0.12,0.19,0.12,0.06,0.88,0,0,0.12,80%,1.75,100%,76%,0.12,0,,,
U19,  ,Emil Hansen,£0,1.07,78,Norwegian Third Division Group 2,2.08,1.45,0.28,,0,0,,0,2.6km,,27.69,20.35,1.25,0.76,0.55,0.07,0.55,0.07,0.07,0.28,0.07,6.3,0,0.14,0.21,70%,1.59,96%,74%,0.69,0,0.14,,0.07
,  ,Sigurbjörn Jónsson,£0,1.48,78,Finnish Second Division Group C,8.93,6.67,1.55,,0,0,,0,11.1km,,49.91,41.52,4.65,2.8,3.22,0.3,0.6,0.12,0.42,1.73,1.13,27.58,0.12,1.37,1.07,75%,1.19,83%,83%,3.45,0.06,0.12,0.12,
Wnt,  ,Fernando Sá,£0,1.36,78,Optibet Virsliga,9.25,6.57,1.36,25%,0.19,0.05,25%,1,11.2km,,51.09,41.83,5.06,3.36,3.41,0.15,0.54,0.15,0.29,1.36,1.17,19.24,0.05,1.31,1.27,71%,1.27,79%,82%,3.85,0.19,0.05,0.05,
Inj,  ,Giorgos Christodoulou,£7K  £22K,1,78,Cypriot Second Division,,,0,,0,0,,0,0.0km,,22.94,16.59,0,0,0,0,0.46,0.15,,0,,0,0,0,0,,1.76,96%,72%,0,0,,,0.08
,  ,James Bloor,£55K  £160K,1.12,78,Vanarama National League,3,1.76,0.18,,0,0,,0,3.7km,,30.65,23.41,1.94,1.18,1.12,0.18,0.76,0.18,0.35,0.41,0.71,5.12,0.12,0.12,0.29,59%,1.53,90%,76%,0.47,0,,0.12,
,  ,Denielco Monteiro Blanco,£0,1,78,Chilean Second Division,,,0,,0,0,,0,0.0km,,25.35,18.05,0,0,0,0,0.46,0.15,,0,,0,0,0,0,,2.46,96%,71%,0,0,,,0.12
,  ,Howard Thompson,£95K  £275K,1,78,USSL Championship Eastern Conference,,,0,,0,0,,0,0.0km,,20.95,14.23,0,0,0,0,0.31,0.12,,0,,0,0,0,0,,2.1,94%,68%,0,0,,,0.09
,  ,Giuseppe Pafundi,Not for Sale,0.67,78,Swiss Promotion League,9.28,7.32,0.94,,0.14,0,0%,0,10.9km,0.07,52.68,44.49,3.7,3.12,3.04,0,0.43,0.14,0.43,1.81,1.3,16.88,0.29,1.16,2.1,79%,1.09,79%,84%,3.41,0.36,,0.29,
,  ,Dylan Traynor,£9K  £28K,0.59,78,Irish First Division,9.41,7,1.23,33%,0.08,0.03,33%,1,11.0km,,52.46,43.9,4.21,3.72,3.41,0.08,0.77,0.13,0.44,1.18,1.44,20.87,0.13,1.46,1.62,74%,1.36,82%,84%,3.46,0.13,0.08,0.13,0.03
,  ,Espen Olsen,£1K  £2.5K,1.07,78,Norwegian Third Division Group 2,2.65,1.83,0.11,,0.04,0,0%,0,3.8km,0.07,31.84,25.14,1.9,1.18,1.22,0.07,0.43,0.07,0.25,0.72,0.43,5.99,0.22,0.29,0.57,69%,1.43,93%,79%,0.86,0.04,,0.22,0.07
Int,  ,Nikolay Georgiev,£95K  £300K,1,78,Bulgarian Third League NorthEast,,,0,,0,0,,0,0.0km,,20,13.24,0,0,0,0,0.41,0.12,,0,,0,0,0,0,,1.35,100%,66%,0,0,,,0.12
,  ,Georgy Yakovlev,Not for Sale,0.45,78,Russian Second Division A Gold,9.27,6.27,0.82,,0.09,0,0%,0,11.1km,,50.45,42.91,4.64,3.55,3.45,0.09,0.55,0.09,0.64,1.91,1.82,14.82,0.36,1.18,0.91,68%,0.64,50%,85%,3.27,0.18,,0.36,
,  ,Alberto Núñez,£14K  £40K,1,78,Spanish Federation Third Group 4,,,0,,0,0,,0,0.0km,,20,14,0,0,0,0,0.21,0,,0,,0,0,0,0,,1.93,100%,70%,0,0,,,0.14
Int,  ,Andreas Andreassen,£40K  £120K,1,78,Norwegian Lower Division,,,0,,0,0,,0,0.0km,,20,13.86,0,0,0,0,0.14,0,,0,,0,0,0,0,,1.9,96%,69%,0,0,,,0.07
,  ,Matteo Corrado,£30K  £90K,1,77,Italian Serie D Grp. F,,,0,,0,0,,0,0.0km,,20,14.6,0,0,0,0,0.33,0.07,,0,,0,0,0,0,,2.2,94%,73%,0,0,,,0.07
,  ,Andrea Mori,£0,1.56,77,Italian Eccellenza Lombardia Grp.A,8.75,6,0.56,,0,0,,0,10.4km,,51.81,44.25,5.56,1.81,2.88,0.81,1.75,0.31,0.88,1.5,1.62,38.19,0.31,1.19,0.94,69%,1,76%,85%,2.94,0.44,0.06,0.31,0.06
,  ,Gianfranco Schmid,£0,2,77,Swiss First League Classic Group 3,7.95,6.19,0.52,,0.07,0,0%,0,10.2km,0.07,51.48,40.99,5.08,2.28,3.13,0.33,0.65,0.2,0.52,1.63,1.24,16.94,0.59,0.98,0.59,78%,1.17,86%,80%,3.65,0.33,,0.59,0.07
,  ,Jaud Makengo,£0,0.53,77,Belgian Second Amateur Division VV B,8.33,6.53,0.87,25%,0.27,0.07,25%,1,10.4km,,50.27,42.4,4,3.07,3.2,0.33,1.13,0.2,0.33,1.53,1.13,17.27,0.27,1.2,1.6,78%,1.47,100%,84%,3.47,0.47,0.07,0.27,
,  ,Ilir Musliu,Not for Sale,0.88,77,Swiss Promotion League,8.44,5.88,0.96,,0.06,0,0%,0,10.3km,,49.32,39.59,3.84,3.77,2.56,0.26,1.66,0.13,0.38,1.22,1.28,13.94,0.26,0.83,0.45,70%,0.96,94%,80%,2.05,0.06,0.13,0.26,0.06
,  ,Kåre Jørgen Kraft Tveter,£0,1,77,Norwegian Second Division Group 1,,,0,,0,0,,0,0.0km,,20,13.54,0,0,0,0,0.15,0,,0,,0,0,0,0,,1.69,100%,68%,0,0,,,
,  ,Besmir Sadiki,£0,0.94,77,Swiss First League Classic Group 3,9.38,7.13,0.86,25%,0.26,0.07,25%,1,11.1km,,51.97,41.93,4.36,3.17,3.63,0.46,1.12,0.33,0.33,1.78,1.39,19.88,0.33,1.91,1.06,76%,1.19,60%,81%,3.04,0.53,,0.33,
,  ,Aleksa Vukovic,£12K  £35K,1,77,Federation of BiH First League,,,0,,0,0,,0,0.0km,,20,14.47,0,0,0,0,0.65,0,,0,,0,0,0,0,,1.59,96%,72%,0,0,,,
,  ,Tomislav Vizinger,£1K  £3K,1.54,77,Swiss First League Classic Group 1,8.52,6.05,0.85,,0,0,,0,9.6km,,48.84,42.87,4.6,2.73,3.15,0.17,0.6,0.17,0.68,1.19,1.19,13.98,0.43,0.68,1.7,71%,0.68,80%,88%,2.13,0.09,,0.43,
,  ,José Gomes,£2.5K  £8K,1,77,Belgian Second Amateur Division ACFF C,,,0,,0,0,,0,0.0km,,21.34,15.23,0,0,0,0,0.29,0.1,,0,,0,0,0,0,,1.55,89%,71%,0,0,,,0.1
,  ,István Tajti,£7K  £22K,1.33,77,Hungarian Division III,1.09,0.69,0.11,,0,0,,0,1.6km,0.06,25.32,18.96,0.74,0.29,0.8,0.06,0.57,0.11,0.11,0.29,0.17,3.49,0.06,0.23,0,63%,2.01,95%,75%,0.46,0.06,,0.06,0.11
,  ,Morten Nielsen,£14K  £40K,1.06,77,NordicBet Liga,8.6,5.35,1.05,33%,0.17,0.06,33%,1,10.5km,0.06,49.07,41.05,5.47,4.77,2.62,0.41,0.87,0.23,0.35,2.21,1.1,15.06,0.17,1.45,0.99,62%,0.87,56%,84%,3.14,0.23,0.12,0.17,0.06
,  ,Şahin Kılıç,£14K  £40K,0.71,77,Sky Bet League One,9.47,5.94,0.94,40%,0.29,0.12,40%,2,10.9km,,52.24,44.59,4.47,5.18,3.82,0.06,0.47,0.12,0.53,2.06,1.35,13.76,0.35,1.35,2.06,63%,1.18,87%,85%,3.24,0.41,0.12,0.35,
,  ,Stefano Faedi,£22K  £65K,1,77,Italian Serie C/B,,,0,,0,0,,0,0.0km,,20,13.64,0,0,0,0,0.18,0,,0,,0,0,0,0,,2.18,96%,68%,0,0,,,0.09
,  ,Sergey Gusev,£28K  £85K,1.07,77,Russian Second Division A Gold,9.69,7.88,1.05,,0.21,0,0%,0,11.1km,0.07,51.17,43.01,4.39,3.63,2.79,0.21,0.63,0,0.28,1.12,1.53,12.9,0.21,1.12,1.19,81%,1.25,95%,84%,3.42,0.21,,0.21,
,  ,Lorenzo Raimondi,£28K  £85K,1.7,77,Italian Serie C/B,3.85,3.23,0.31,,0,0,,0,5.2km,0.1,34.86,28.09,2.18,1.25,1.35,0.1,0.21,0,0.31,0.83,0.83,10.09,0.1,0.42,0.31,84%,1.56,100%,81%,1.87,0.1,,0.1,
,  ,Robert Ghiţescu,£110K  £325K,2.29,77,,8.4,6.18,1.11,,0.32,0,0%,0,9.7km,,48.01,37.79,3.25,2.93,4.36,0.24,0.55,0.08,0.16,1.51,1.03,18.38,0.24,1.27,0.71,74%,1.43,95%,79%,2.77,0.32,0.08,0.24,
,  ,Laurenţiu Ştefănescu,£50K  £150K,1,77,Romanian Third League Group 4,,,0,,0,0,,0,0.0km,,20,14.45,0,0,0,0,0.45,0.09,,0,,0,0,0,0,,1.73,90%,72%,0,0,,,0.27
Wnt,  ,Assaf Biton,£55K  £160K,1.27,77,Israeli National League,8.09,5.73,0.73,,0,0,,0,11.2km,0.18,50.27,40.73,4.27,4.18,2.91,0.27,0.36,0,0.55,1.36,1.45,14.27,0.36,1,0.73,71%,0.73,67%,81%,2.36,0.27,0.09,0.36,0.09
,  ,Teidi Haliti,£55K  £160K,0.62,77,Portuguese Leiria First Division,7.75,4.56,0.56,,0,0,,0,10.2km,0.12,51.25,44.12,4.62,3.75,3.12,0.31,0.75,0.19,0.25,1.12,1,16.06,0.12,1.38,0.31,59%,1.25,87%,86%,3.25,0.06,,0.12,0.06
,  ,Alexandru Ionescu,£60K  £170K,1,77,Romanian Second League,6.31,4.69,0.69,,0,0,,0,6.0km,0.08,39.15,31.23,3,2.77,2.31,0.31,0.62,0.15,0.46,1.15,1.08,8.77,0,0.38,0.54,74%,1.08,88%,80%,1.85,0,,,
Wnt,  ,Sondre Einskar,£0,1.04,77,Norwegian Third Division Group 1,0.5,0.23,0.08,,0,0,,0,0.8km,0.04,23.1,16.36,0.42,0.23,0.27,0.04,0.5,0.08,0.04,0.04,0.08,1.69,0,0.11,0.04,46%,1.61,100%,71%,0.23,0,,,0.04
,  ,Evaldas Cesnulis,£0,1,77,Lithuanian I League,,,0,,0,0,,0,0.0km,,20.88,14.96,0,0,0,0,0.21,0.05,,0,,0,0,0,0,,1.55,95%,72%,0,0,,,0.05
,  ,Nikita Vaganov,£0,0.82,77,Hungarian Division III,7.3,4.62,0.44,33%,0.19,0.06,33%,1,10.1km,,49.21,41.41,4.3,2.93,3.43,0.12,0.94,0.12,0.56,1.19,1.37,18.52,0.37,0.87,0.56,63%,1.06,89%,84%,2.87,0.19,0.06,0.37,0.19
,  ,Joakim Busch,£0,1.38,77,Norwegian Second Division Group 1,4.45,3.38,0.38,50%,0.07,0.03,50%,1,5.6km,0.03,37.28,30.07,2.66,1.97,1.79,0.21,0.72,0.14,0.24,0.62,0.97,9.07,0.14,0.62,1,76%,1.45,82%,81%,1.83,0.14,0.07,0.14,0.07
,  ,Fernando Canejo,£0,1.47,76,Belgian Third Amateur Division ACFF C,8.93,6.67,1.73,,0,0,,0,11.5km,0.07,54,44.13,5.67,2.73,2.53,0.07,1.33,0.53,0.33,0.8,1.53,28.27,0.07,1.07,1.8,75%,1,79%,82%,2.87,0.07,0.13,0.07,
,  ,Andrei Leasă,£500  £2K,1.53,76,Romanian Third League Group 9,2.85,1.85,0.14,,0.14,0,0%,0,4.6km,,33.68,27.2,1.71,1.14,2.06,0.21,0.64,0.07,0.07,1.07,0.64,8.69,0.28,0.93,0.07,65%,1.78,96%,81%,1.64,0.43,,0.28,
,  ,Roberto Guerrón,£0,1,76,Ecuadorian Lower Division,,,0,,0,0,,0,0.0km,,20,14.29,0,0,0,0,0.46,0.05,,0,,0,0,0,0,,2.07,98%,71%,0,0,,,0.15
,  ,Evgeny Medvedev,Not for Sale,0.69,76,Russian Second Division A Silver,7.94,5.88,0.44,25%,0.25,0.06,25%,1,10.4km,0.06,48.81,40.31,5.44,2.88,2.56,0.19,0.56,0,0.19,1.44,1.62,17.19,0.31,1.19,0.75,74%,1.38,92%,83%,2.75,0.44,,0.31,0.12
,  ,Steffen Buse,£2.5K  £7K,1,76,Austrian Regional League Tyrol,,,0,,0,0,,0,0.0km,,20,14.5,0,0,0,0,0.44,0.11,,0,,0,0,0,0,,1.5,100%,73%,0,0,,,0.06
,  ,Jakub Hlavica,£0,0.47,76,Czech Second Division,7.65,4.02,0.92,,0.13,0,0%,0,10.6km,,50.64,41.8,4.48,4.29,3.36,0.2,0.4,0.07,0.26,1.32,1.05,15.82,0.2,1.25,0.92,53%,0.86,68%,83%,2.84,0.26,0.07,0.2,0.07
,  ,Mykyta Bilous,£3K  £9K,1.06,76,Ukrainian First League,8.13,6.01,1.03,,0.06,0,0%,0,9.9km,0.06,49.76,40.18,4.61,3.1,3.82,0.18,0.49,0.24,0.24,1.03,1.46,15.66,0.24,0.97,0.42,74%,0.49,47%,81%,2.12,0.18,,0.24,0.06
,  ,Franklin Quiñónez,£0,1,76,Ecuadorian Lower Division,,,0,,0,0,,0,0.0km,,20.36,14.25,0,0,0,0,0.4,0.08,,0,,0,0,0,0,,1.8,97%,70%,0,0,,,0.08
,  ,Dustley Markelo,£2K  £6K,1,76,Kampionato Liga MCB  Promé Division,,,0,,0,0,,0,0.0km,,20,13.73,0,0,0,0,0.2,0.07,,0,,0,0,0,0,,1.73,96%,69%,0,0,,,0.13
,  ,Michaël Peterhans,£110K  £325K,1,76,Swiss Second League Interregio Gr 3,,,0,,0,0,,0,0.0km,,23.66,17.12,0,0,0,0,0.39,0.08,,0,,0,0,0,0,,2.6,94%,72%,0,0,,,
,  ,Manuel Vicente,£1.5K  £5K,1,76,Spanish Federation First Division B,,,0,,0,0,,0,0.0km,,21.51,14.97,0,0,0,0,0.27,0,,0,,0,0,0,0,,2.06,100%,70%,0,0,,,
U19,  ,Yanko Stefanov,£40K  £120K,1.67,76,Bulgarian Third League NorthWest,7.91,5.24,0.89,100%,0.18,0.18,100%,2,9.8km,0.27,48.42,41.58,3.29,2.58,3.11,0,0.62,0.18,0.53,1.15,1.07,15.55,0.36,0.89,0.27,66%,0.71,67%,86%,2.49,0.27,,0.36,
,  ,Saliou Thiombane,£30K  £90K,1,76,French Regional 1  Hauts de France  Group A,,,0,,0,0,,0,0.0km,,20,13.45,0,0,0,0,0.09,0.09,,0,,0,0,0,0,,1.55,100%,67%,0,0,,,0.09
,  ,Stefan Tâche,£1K  £3K,1.43,76,Swiss First League Classic Group 1,6.83,4.38,0.36,,0.07,0,0%,0,10.0km,0.07,48.67,38.46,4.96,3.59,2.95,0.22,0.86,0.22,0.5,1.51,1.51,12.15,0.14,1.58,0.36,64%,1.73,92%,79%,3.31,0.29,,0.14,
,  ,Anže Marinič,£20K  £60K,1.59,76,Slovenian Second League,8.8,3.69,0.71,,0.18,0,0%,0,10.8km,0.12,52.67,44.41,5.47,3.03,3.27,0.18,0.42,0.06,0.42,1.13,1.13,19.08,0.12,0.95,1.07,42%,0.54,53%,84%,2.91,0.12,0.18,0.12,0.06
,  ,Daniel Boateng,£0,0.92,76,Portugal Championship,0.46,0.31,0.08,,0.15,0,0%,0,0.8km,,21.92,16.08,0.62,1.08,0.15,0,0.23,0.08,,0.08,,1,0.08,0.38,0,67%,2.08,96%,73%,0.85,0,,0.08,
,  ,Sebastian Pomian,£1.5K  £4K,1.5,76,Polish Second Division,8.48,5.57,0.65,100%,0.06,0.06,100%,1,10.6km,,52.25,45,5.05,2.33,3.11,0.26,0.65,0.19,0.65,1.81,1.62,18.06,0.32,0.71,1.1,66%,0.52,62%,86%,2.27,0.19,,0.32,0.06
,  ,Mladen Stamenković,£28K  £85K,0.88,76,Montenegrin First League,1.19,0.94,0.31,,0,0,,0,1.3km,,24.12,17.12,0.31,0.56,0.19,0.06,0.5,0,,0.19,0.12,1.94,0,0.31,0.19,79%,2,97%,71%,0.5,0,,,
,  ,Luigi Ricci,£2K  £6K,1.5,75,Swiss First League Classic Group 2,9.2,6.43,0.83,,0,0,,0,9.8km,0.14,48.49,39.57,4.5,2.97,3.39,0.55,0.97,0.14,0.42,1.66,1.25,17.43,0.14,0.97,1.38,70%,0.83,75%,82%,2.7,0.07,0.07,0.14,0.07
,  ,Xenofon Koutsaftikis,£6K  £20K,1,75,Greek National C Division Group 2,,,0,,0,0,,0,0.0km,,20,14.2,0,0,0,0,0.27,0.07,,0,,0,0,0,0,,1.73,93%,71%,0,0,,,0.07
,  ,Hlynur Atli Alexandersson,£10K  £30K,1.56,75,Icelandic First Division,9.25,6.6,1.38,,0.12,0,0%,0,11.2km,0.04,51.1,40.81,4.76,2.76,3.42,0.12,0.27,0.12,0.42,1.31,1.57,18.74,0.31,1.69,0.77,71%,1,57%,80%,3.95,0.31,0.15,0.31,0.08
,  ,Knut Christiansen,£1K  £2.5K,1,75,Norwegian Third Division Group 6,,,0,,0,0,,0,0.0km,,20,14.2,0,0,0,0,0.2,0.07,,0,,0,0,0,0,,1.8,100%,71%,0,0,,,0.07
,  ,Manuel Schuster,£0,1,75,Austrian II. League North (B),,,0,,0,0,,0,0.0km,,20,13.67,0,0,0,0,0.44,0.11,,0,,0,0,0,0,,1.83,92%,68%,0,0,,,0.17
,  ,Attila Vadász,£1K  £3K,1.69,75,Hungarian Division III  Northwest,8.39,5.38,0.7,,0.06,0,0%,0,11.0km,0.06,52.49,42.44,4.48,3.2,4.61,0.32,1.09,0.32,0.58,1.73,1.34,19.4,0.38,0.9,1.09,64%,0.64,71%,81%,3.26,0.19,0.06,0.38,0.06
,  ,Noah Braun,£500  £1.5K,1,75,Swiss Second League Interregio Gr 3,,,0,,0,0,,0,0.0km,,21.77,15.17,0,0,0,0,0.36,0,,0,,0,0,0,0,,1.96,100%,70%,0,0,,,
Wnt,  ,Rafi Cohen,£1K  £3.5K,1.9,75,Israeli A League North Division,9.3,7,0.5,33%,0.3,0.1,33%,1,11.0km,0.1,50,43.8,5.1,3.5,4.1,0,0.3,0,0.5,1.4,1.9,14.9,0.5,0.6,0.2,75%,0.8,100%,88%,2.4,0.2,,0.5,
Loa,  ,Rasmus Thodesen,£65K  £190K,2.3,75,Hungarian Division III  Northwest,8.38,5.52,0.53,,0.11,0,0%,0,10.1km,,50.52,43.73,4.35,3.18,2.76,0.64,1.7,0,0.64,2.97,1.7,24.3,0.42,1.17,1.06,66%,0.74,58%,87%,2.97,0.21,0.11,0.42,
,  ,Pedro Meireles,£0,1,75,Portuguese Algarve First Division,,,0,,0,0,,0,0.0km,,20,14.24,0,0,0,0,0.35,0.06,,0,,0,0,0,0,,2,92%,71%,0,0,,,0.12
,  ,Christof Nörenberg,£500  £2K,1.06,75,German Regional Division North,8.9,6.15,0.98,,0.07,0,0%,0,11.0km,0.07,49.97,41.08,5.1,3.4,3.99,0.2,0.78,0.13,0.33,1.5,1.18,19.16,0.33,1.24,0.33,69%,1.11,77%,82%,3.4,0.2,0.07,0.33,
,  ,Jakub Gwiazda,£3.5K  £12K,1.69,75,Polish Second Division,7.81,6.06,1.11,,0.2,0,0%,0,10.1km,,50.14,42.07,3.26,4.1,4.04,0.39,1.11,0.07,0.33,2.54,1.04,12.24,0.46,1.89,0.52,78%,1.89,85%,84%,3.26,0.26,0.07,0.46,
Loa,  ,Hampus Svensson,£55K  £160K,2.61,75,Finnish Third Division,8.99,6.84,0.57,,0.1,0,0%,0,10.7km,0.05,52.46,44.43,4.3,2.39,3.01,0.53,1.82,0.14,0.77,1.72,1.67,25.15,0.29,0.67,0.19,76%,0.57,80%,85%,2.87,0.19,,0.29,0.05
,  ,Andrea Menghini,£0,0.94,75,Swiss First League Classic Group 3,8.12,5.5,0.88,,0.06,0,0%,0,8.8km,0.12,47.31,39.38,4.69,2.56,2.75,0,0.5,0.19,0.5,1.31,1.25,16.31,0.19,0.75,0.94,68%,1.19,100%,83%,2.5,0.19,0.06,0.19,
,  ,Mikael Lundgren,£0,1.03,75,Swedish First Division South,0.56,0.47,0.12,,0,0,,0,0.7km,,21.97,16,0.25,0.22,0.34,0,0.22,0.06,,0.12,0.03,1.22,0,0.12,0.06,83%,1.97,93%,73%,0.28,0,,,0.12
,  ,Rasmus Pietikäinen,£0,1.69,75,Finnish Second Division Group B,9.22,6.1,1.05,,0.21,0,0%,0,11.1km,0.11,52.43,44.3,5.05,2.84,3.61,0.28,0.63,0.07,0.42,1.37,1.44,24.43,0.32,1.3,1.02,66%,1.12,80%,84%,3.26,0.28,0.04,0.32,0.04
,  ,Ricardo Zurita,£28K  £85K,2.5,75,Swiss First League Classic Group 3,7.58,4.98,0.23,100%,0.11,0.11,100%,1,11.1km,0.23,50.6,42.45,5.32,3.28,3.74,0.11,1.02,0.11,0.57,1.25,1.02,23.21,0.34,1.02,0.34,66%,1.36,100%,84%,3.17,0.11,0.34,0.34,
,  ,Lucas Bogado,£0,1,75,Argentine Torneo Federal C,,,0,,0,0,,0,0.0km,,20.47,14.53,0,0,0,0,0.41,0.05,,0,,0,0,0,0,,1.97,99%,71%,0,0,,,0.13
Inj,  ,Jaba Labadze,£5K  £14K,1,75,Georgian National League,,,0,,0,0,,0,0.0km,,20.9,14.25,0,0,0,0,0.44,0.12,,0,,0,0,0,0,,1.68,100%,68%,0,0,,,0.12
,  ,László Erdős,£5K  £16K,1.45,75,Hungarian Division II,5.82,4.45,0.45,,0,0,,0,7.3km,,41.64,33.45,2.82,2,2.64,0.18,0.55,0,0.36,0.91,0.73,10.27,0.36,0.36,1.09,77%,0.73,73%,80%,1.18,0.09,,0.36,
,  ,Yan Lytvyn,£3K  £9K,1.47,74,Ukrainian First League,9.72,7.5,1.04,,0,0,,0,10.9km,,52.3,42.39,4.37,3.26,2.93,0.26,0.65,0.13,0.85,1.7,2.02,19.7,0.2,0.52,0.91,77%,0.46,88%,81%,2.93,0,,0.2,
Inj,  ,Lukas Zahradnik,£9K  £28K,0.94,74,Slovak Lower Division,0.5,0.44,0,,0,0,,0,0.7km,,22,16.5,0.39,0.17,0.06,0,0.56,0.06,0.06,0.06,0.11,0.67,0,0,0,89%,1.67,94%,75%,0.06,0,,,0.17
,  ,JeanMichel Lisembart,£0,2.19,74,Belgian Second Amateur Division VV B,9.67,6.55,1.3,,0.13,0,0%,0,10.8km,,51.59,41.85,4.54,2.47,2.98,0.06,0.78,0.13,0.32,1.3,1.82,21.41,0,1.1,0.58,68%,0.91,74%,81%,2.79,0.13,0.06,,
,  ,Bogdan Dinu,£18K  £55K,1,74,Romanian Third League Group 7,,,0,,0,0,,0,0.0km,,20,14.18,0,0,0,0,0.64,0.18,,0,,0,0,0,0,,2.18,92%,71%,0,0,,,0.09
,  ,Roy Smith,£28K  £85K,1.39,74,PlayrFit Championship,6.2,3.94,0.41,,0,0,,0,7.8km,,41.17,33.4,3.71,2.03,2.38,0.17,0.99,0.12,0.46,1.51,0.99,14.96,0.29,0.52,0.23,64%,1.1,90%,81%,1.68,0.06,0.29,0.29,0.06
,  ,Igor Bogićević,£5K  £16K,1.13,74,Serbian Second League West,10,5.93,0.93,40%,0.33,0.13,40%,2,11.1km,0.07,53.4,43.93,5.4,3.13,4.67,0.2,0.67,0.13,0.33,1.53,1.47,24.67,0.33,1.53,1.27,59%,1.4,91%,82%,3.53,0.47,0.13,0.33,
